sp_elev,sp,elevation,year,month,monthly_pet,monthly_tmed,monthly_prec,latitud,longitud
halepensis_high,halepensis,high,1972,9,62.75776706780083,14.680000082651777,31.399999894201756,42.93840666529722,1.4469290341716263
halepensis_high,halepensis,high,1972,10,42.28424916625803,11.51612909378544,94.99999924749136,41.40386656802147,-7.502796747721732
halepensis_high,halepensis,high,1972,11,26.53230573141864,8.97666662534078,54.10000043362379,40.99595314739272,-4.771145825553686
halepensis_high,halepensis,high,1972,12,13.639917950149156,5.538709698184844,1.000000037252903,43.755304257664825,-6.206636149249971
halepensis_high,halepensis,high,1973,1,11.18413895056024,4.683870938516432,20.30000002682209,41.11450523310341,-8.721585073834285
halepensis_high,halepensis,high,1973,2,9.213820113850824,4.089285718543189,13.200000002980232,41.526537651708345,0.5853035674430433
halepensis_high,halepensis,high,1973,3,19.678358821604434,6.219354821789649,57.89999967813492,40.24371499274857,-6.790436145197601
halepensis_high,halepensis,high,1973,4,37.476350485377885,9.573333358764648,4.800000071525574,40.634307759487996,-4.36268692240119
halepensis_high,halepensis,high,1973,5,70.35195663879809,14.135483834051318,20.399999633431435,38.25544595089741,-5.223115717386827
halepensis_high,halepensis,high,1973,6,90.33699637020538,16.963333161671958,6.699999809265137,37.147486449033025,-1.713465596130118
halepensis_high,halepensis,high,1973,7,124.86577203382708,21.325806525445753,0,43.51158901378512,-2.479976837430149
halepensis_high,halepensis,high,1973,8,125.8863259281944,22.500000061527377,3.699999906122685,43.03793255193159,3.18437903188169
halepensis_high,halepensis,high,1973,9,91.97288481807573,19.54999984105428,0,41.387501171696925,-6.10223278105259
halepensis_high,halepensis,high,1973,10,48.18091513007843,12.699999993847262,129.0000028163195,42.20464585795998,-0.0355993457604189
halepensis_high,halepensis,high,1973,11,29.705937717492915,9.76999994913737,27.79999953508377,36.191986739169806,3.017862829193474
halepensis_high,halepensis,high,1973,12,11.766445213676024,4.958064494594451,86.30000001937151,39.726808574516326,-2.2686173538677394
halepensis_high,halepensis,high,1974,1,19.611221977156937,7.135483941724224,3.200000002980232,41.91598439267836,-4.3518771900795405
halepensis_high,halepensis,high,1974,2,11.52341884194237,4.835714255060468,23.20000012218952,37.68798189950176,1.0910846670158207
halepensis_high,halepensis,high,1974,3,22.12478356180095,6.790322542190552,29.199999913573265,38.48181185955182,-7.883955793082714
halepensis_high,halepensis,high,1974,4,28.368060075513505,7.770000012715657,19.20000012218952,37.806681125750764,-2.5491984084248545
halepensis_high,halepensis,high,1974,5,76.06274282805022,14.98709677111718,1,37.11384017458185,-3.707722030486911
halepensis_high,halepensis,high,1974,6,94.36139186775634,17.52666654586792,19.500000096857548,39.23346141935326,-5.8481391201261435
halepensis_high,halepensis,high,1974,7,128.96452016959682,21.848387010635868,1.2000000476837158,39.22704974510707,-7.317295049037785
halepensis_high,halepensis,high,1974,8,120.6648095646581,21.79677421815934,0,38.87699451721273,1.6851597287692126
halepensis_high,halepensis,high,1974,9,84.00786722038114,18.26666653951009,1.600000023841858,37.18906903238967,-2.2182348097208884
halepensis_high,halepensis,high,1974,10,38.30366615363891,10.693548387096774,56.09999940544367,37.08268729490228,-2.361309045832604
halepensis_high,halepensis,high,1974,11,25.890205762190483,8.813333257039387,1.5999999642372131,37.81766597572714,-1.8361974012572313
halepensis_high,halepensis,high,1974,12,20.61476892349378,7.5483871736834125,0,39.6345071119722,-0.1295579297002405
halepensis_high,halepensis,high,1975,1,17.48865778374514,6.548387073701428,1.7000000029802322,38.074586594849826,-1.249541413877159
halepensis_high,halepensis,high,1975,2,15.635586038035592,6.078571404729571,23.39999971538782,42.69105617967434,-1.5579279230441898
halepensis_high,halepensis,high,1975,3,16.116561654516936,5.354838705831958,37.50000016391277,36.357483100052924,-8.639547682693228
halepensis_high,halepensis,high,1975,4,31.07821890901952,8.319999980926514,55.600000612437725,39.44916057880037,-2.17901231283322
halepensis_high,halepensis,high,1975,5,46.67759691703061,10.393548534762475,36.90000040084123,42.23161379601806,-1.899498608149588
halepensis_high,halepensis,high,1975,6,81.35951905859827,15.683333460489909,33.20000013709068,36.950814227806404,-1.3800548534374686
halepensis_high,halepensis,high,1975,7,139.45778150015968,23.167741960094823,0.4000000059604645,40.37539427331649,-1.4641778728924688
halepensis_high,halepensis,high,1975,8,120.1171593364954,21.72258057132844,1.5999999791383743,37.610944839008155,-8.26339747030288
halepensis_high,halepensis,high,1975,9,70.8476073804618,16.076666641235352,2.9000000953674316,36.99474687189795,-8.321703086793423
halepensis_high,halepensis,high,1975,10,53.3579636508427,13.709677357827465,1.9999999552965164,41.8758013415616,-0.6426069083623585
halepensis_high,halepensis,high,1975,11,21.57177232211458,7.686666679382324,17.300000175833702,42.98135380139574,1.1618252639193098
halepensis_high,halepensis,high,1975,12,8.288581302632084,3.8129032311900968,40.2999988719821,38.920809651911256,-7.4615355729125445
halepensis_high,halepensis,high,1976,1,10.1685313729683,4.361290313543812,11.59999966621399,41.187898518098514,0.5724789110943682
halepensis_high,halepensis,high,1976,2,11.37722190831138,4.789655175702325,16.59999991208315,36.73975715520792,-3.170729002961889
halepensis_high,halepensis,high,1976,3,21.426460997075477,6.629032304210048,14.5000002682209,38.994963174825536,3.164740328723566
halepensis_high,halepensis,high,1976,4,24.66535157426981,6.996666701634725,85.79999992251396,38.140192427672446,-3.0112775728572156
halepensis_high,halepensis,high,1976,5,61.58606965750938,12.79354836863856,52.500000327825546,42.35419230326079,-2.215517257992178
halepensis_high,halepensis,high,1976,6,95.2963052395819,17.65666675567627,1.9000000357627869,39.498427462857215,-4.533961540320888
halepensis_high,halepensis,high,1976,7,119.27845260579429,20.606451711347027,4.300000011920929,42.31850195378065,-2.765171313704923
halepensis_high,halepensis,high,1976,8,114.44009187626774,20.948387145996097,0,42.336638174252585,-8.364024218637496
halepensis_high,halepensis,high,1976,9,67.88456519189982,15.570000139872231,22.10000065714121,42.195870104664934,-2.5152484634891152
halepensis_high,halepensis,high,1976,10,34.184243645467575,9.819354880240656,49.39999997615814,39.43068716330453,2.80936861038208
halepensis_high,halepensis,high,1976,11,16.11260615966398,6.176666688919068,2.200000047683716,41.88490623738616,-2.6495922412723303
halepensis_high,halepensis,high,1976,12,15.241534512161632,6.019354789487777,101.79999880492689,40.90792482616379,-3.7917909062001858
halepensis_high,halepensis,high,1977,1,11.153321101476148,4.674193524545239,50.09999914467335,41.53942273054272,-8.893435843242333
halepensis_high,halepensis,high,1977,2,16.511773421277333,6.332142778805324,7.8000000566244125,36.004873231938106,-8.82454932332039
halepensis_high,halepensis,high,1977,3,30.58112827547557,8.654838661993704,0.5000000074505806,39.70746927796863,-8.703411496337504
halepensis_high,halepensis,high,1977,4,48.19641197314392,11.560000069936116,1.7000000476837158,37.71692730425857,-7.2719161511398855
halepensis_high,halepensis,high,1977,5,55.027531811313494,11.758064562274564,34.499999821186066,38.96256899423897,-3.3893728440161794
halepensis_high,halepensis,high,1977,6,79.6568533463669,15.436666679382324,1.7000000029802322,40.77961382553912,0.854642082983629
halepensis_high,halepensis,high,1977,7,102.35982003479984,18.37419356069257,0.4000000134110451,38.74402369209565,-5.764471297105775
halepensis_high,halepensis,high,1977,8,95.28818002551618,18.26129018106768,0.20000000298023224,36.866856309911235,0.2102782135829333
halepensis_high,halepensis,high,1977,9,74.6748698871992,16.723333390553794,1.4999999552965164,37.900231887213884,-2.7249947328586135
halepensis_high,halepensis,high,1977,10,43.20323032685239,11.703225827986197,65.79999945312738,41.2108335820958,-5.65926536587067
halepensis_high,halepensis,high,1977,11,21.98460055449052,7.796666626135508,29.599999502301216,39.25764488149434,-9.08104726150632
halepensis_high,halepensis,high,1977,12,18.97447149407101,7.0935483747912995,35.6999998241663,42.147927505429834,-0.8787959238979965
halepensis_high,halepensis,high,1978,1,8.346480583501236,3.7612903271951983,6,36.80234422520734,-8.45610284479335
halepensis_high,halepensis,high,1978,2,17.399765929207774,6.585714258253574,76.50000047683716,39.39216338368133,1.2384689779020857
halepensis_high,halepensis,high,1978,3,27.459877323121184,7.983870936978248,32.800000071525574,43.68266444387845,-7.5946762366220355
halepensis_high,halepensis,high,1978,4,28.49802362586796,7.796666685740153,56.39999946951866,42.96579869231209,-1.035935833398252
halepensis_high,halepensis,high,1978,5,49.030789607855425,10.783870973894674,70.39999964088202,42.91445867414586,1.2581413830164827
halepensis_high,halepensis,high,1978,6,70.52371685083256,14.090000025431316,16.300000049173832,37.3654106721282,-6.053635249519721
halepensis_high,halepensis,high,1978,7,128.83752194188665,21.83225810143255,0,37.0194263942074,-7.586459407489747
halepensis_high,halepensis,high,1978,8,116.34839672587124,21.20967741935484,3.700000032782554,41.094195015309374,0.31995401931926715
halepensis_high,halepensis,high,1978,9,89.7827527184288,19.19999990463257,0,38.67942848363891,-6.628847460122779
halepensis_high,halepensis,high,1978,10,46.344873702891874,12.335483889425957,16.800000309944153,41.122713398141784,-5.923583049746231
halepensis_high,halepensis,high,1978,11,17.959234099878692,6.700000007947286,20.099999226629738,38.498911291407424,-2.598926947452128
halepensis_high,halepensis,high,1978,12,16.897677512464742,6.503225844954291,27.699999824166294,37.46399073028006,-3.3261274706572292
halepensis_high,halepensis,high,1979,1,14.161384107512974,5.5903225483432895,130.79999923706055,42.10189555026591,-4.594609821215272
halepensis_high,halepensis,high,1979,2,13.741673051914075,5.517857147114618,78.60000069439411,36.73004089635797,0.46940909950062704
halepensis_high,halepensis,high,1979,3,19.31156650661555,6.132258113353483,16.000000298023224,39.6408765242435,-2.266629976965487
halepensis_high,halepensis,high,1979,4,32.12912721662868,8.530000003178914,1.399999976158142,39.989742587227376,-7.34401857345365
halepensis_high,halepensis,high,1979,5,65.57450328025168,13.409677443965789,4.099999964237213,40.67991388225928,3.1666724500246346
halepensis_high,halepensis,high,1979,6,100.73464696962604,18.40666659673055,0,38.596023614471775,-6.219974977523089
halepensis_high,halepensis,high,1979,7,123.35616947589052,21.13225810758529,23.5,39.81118166260421,-7.657230746280403
halepensis_high,halepensis,high,1979,8,122.19198092446668,22.00322606486659,0,43.44489585449919,-6.6202176940161745
halepensis_high,halepensis,high,1979,9,68.70012517274574,15.709999974568683,21.299999870359898,39.76663869791664,-4.51194647080265
halepensis_high,halepensis,high,1979,10,38.56595074917463,10.748387121385145,86.99999904632568,42.944731732551006,-4.768773272959516
halepensis_high,halepensis,high,1979,11,21.322530655747663,7.620000060399374,0.800000011920929,43.13261785791255,-5.48645818317309
halepensis_high,halepensis,high,1979,12,14.80721759819022,5.89032256603241,6.900000154972076,40.7481328621041,-8.740563608240336
halepensis_high,halepensis,high,1980,1,8.982663064665527,3.9741935540110833,25.599999606609344,39.20338025693781,2.478270244924353
halepensis_high,halepensis,high,1980,2,19.710855340435145,7.231034525509538,47.39999940991402,37.14733858932741,-2.134165423549711
halepensis_high,halepensis,high,1980,3,23.751902602068238,7.161290291816957,29.799999870359898,43.295338465506205,-6.517885411949829
halepensis_high,halepensis,high,1980,4,34.81970746940398,9.060000038146972,9.900000154972076,38.349585419800135,1.7623108085710566
halepensis_high,halepensis,high,1980,5,51.254272751386885,11.14838710907967,10.100000083446504,36.473620458086955,-3.412161040166393
halepensis_high,halepensis,high,1980,6,91.76074282418573,17.163333384195962,13.299999594688416,43.39227013229392,-2.4663923351559784
halepensis_high,halepensis,high,1980,7,115.40826596508246,20.10322586182625,0,41.620650932751595,0.5834169913083311
halepensis_high,halepensis,high,1980,8,124.32366269636326,22.29032245759041,1.100000023841858,37.109895505663005,-1.1368345677852627
halepensis_high,halepensis,high,1980,9,83.35404464919183,18.159999974568684,6.599999964237213,40.284420317318286,-7.474346347153187
halepensis_high,halepensis,high,1980,10,43.107934309299026,11.683871023116572,9.499999955296516,43.441911660740146,-5.247369047999382
halepensis_high,halepensis,high,1980,11,17.852031598349747,6.669999966522058,29.600000619888306,40.566770154330875,2.683300340920688
halepensis_high,halepensis,high,1980,12,7.88876790043966,3.674193536562304,0.699999988079071,39.15518019762821,-6.9286990134045485
halepensis_high,halepensis,high,1981,1,12.118442936120442,4.974193582611699,0.20000000298023224,41.05356913874857,0.15509353084489774
halepensis_high,halepensis,high,1981,2,14.08686327529132,5.621428549289703,0,38.49460081332363,-3.514603211497888
halepensis_high,halepensis,high,1981,3,38.99266503523154,10.383870940054615,13.000000059604645,38.40021608476527,-7.518800383340568
halepensis_high,halepensis,high,1981,4,32.17938799242541,8.5399999777476,44.50000090897083,37.71418752386235,-6.714567241771148
halepensis_high,halepensis,high,1981,5,62.79057721389533,12.980645164366692,3.900000095367432,38.88201315351762,-0.7913019049912684
halepensis_high,halepensis,high,1981,6,106.49426801696,19.18999980290731,38.70000088214874,43.67690978706814,-7.560819347575308
halepensis_high,halepensis,high,1981,7,120.47568154342608,20.761290273358743,0,37.20277794641443,-4.064149369904771
halepensis_high,halepensis,high,1981,8,109.0184773761615,20.199999840028823,15.099999524652958,36.71014319909737,-3.6142873993143443
halepensis_high,halepensis,high,1981,9,84.21244965328079,18.299999968210855,2.6000000536441803,37.106873880699276,-1.450873221829533
halepensis_high,halepensis,high,1981,10,61.37232492790234,15.225806451612904,3.7000001072883606,41.382055391790345,-6.135203852551058
halepensis_high,halepensis,high,1981,11,33.620847574157644,10.719999965031942,0,40.83020057044923,-3.4516663571354
halepensis_high,halepensis,high,1981,12,16.407458137956862,6.36129032411883,70.19999988377094,42.95287411375902,-7.214583713840694
halepensis_high,halepensis,high,1982,1,14.041590629320954,5.554838726597447,58.40000011771917,41.24939292236231,1.5083613138645884
halepensis_high,halepensis,high,1982,2,13.139866124234471,5.335714289120266,13.29999966919422,41.749206355819474,-7.327446094108746
halepensis_high,halepensis,high,1982,3,28.845028797529675,8.283870989276517,17.199999667704105,40.064858661079775,-8.187021415214986
halepensis_high,halepensis,high,1982,4,35.55656220455234,9.203333393732708,44.60000067949295,41.146739907469595,1.9570639260113243
halepensis_high,halepensis,high,1982,5,64.94391381394254,13.31290328118109,13.300000369548798,42.41008258913644,-5.512181594409048
halepensis_high,halepensis,high,1982,6,108.7707651694439,19.496666526794435,0.699999988079071,42.132996103260666,0.1762920554727323
halepensis_high,halepensis,high,1982,7,134.50626349321263,22.54838703524682,0,43.64261095547117,-4.239756235247478
halepensis_high,halepensis,high,1982,8,114.60469496341436,20.970967815768333,0.20000000298023224,39.427565982704984,-3.648167863301933
halepensis_high,halepensis,high,1982,9,80.00322621147794,17.609999974568684,0.10000000149011612,38.431277176178995,-7.288107849424705
halepensis_high,halepensis,high,1982,10,43.40988581395364,11.745161271864369,25.799999833106995,39.19390463037416,-7.47910027387552
halepensis_high,halepensis,high,1982,11,22.399380040303697,7.906666715939839,116.19999904930592,36.08164347228594,-7.420327060343698
halepensis_high,halepensis,high,1982,12,10.62675425126951,4.593548382482221,0,37.43402628726326,-2.8181283258832988
halepensis_high,halepensis,high,1983,1,20.35991541481919,7.338709715873964,0,42.57328868731856,-3.0903759410139173
halepensis_high,halepensis,high,1983,2,11.20660368264328,4.735714300136481,7.700000077486038,37.80306190000847,-1.5340811164118344
halepensis_high,halepensis,high,1983,3,34.31547334440015,9.43548382482221,14.699999988079073,37.86497965408489,-3.662471577292308
halepensis_high,halepensis,high,1983,4,35.83172374919915,9.256666644414263,0.30000000447034836,36.59819108960219,-8.598473388282583
halepensis_high,halepensis,high,1983,5,60.160773300581546,12.570967735782746,0.700000025331974,37.9166446886491,-9.232006499776617
halepensis_high,halepensis,high,1983,6,112.28298314688747,19.966666666666665,1.699999988079071,41.71065460313111,-6.504889065725729
halepensis_high,halepensis,high,1983,7,135.25126912859398,22.641935471565493,0,42.61013468778692,1.4221366218756888
halepensis_high,halepensis,high,1983,8,106.93313499486256,19.909677382438417,11.299999713897703,39.880712683266026,-5.931437802873552
halepensis_high,halepensis,high,1983,9,95.25101422149108,20.06999985376994,0,39.02569043277763,-1.7576365570072081
halepensis_high,halepensis,high,1983,10,63.078207374888706,15.541935582314768,0.6000000238418579,37.922302154358476,-1.6316438147798182
halepensis_high,halepensis,high,1983,11,31.765050703336275,10.27333335876465,83.39999931305647,36.86655239816755,3.2011963491328075
halepensis_high,halepensis,high,1983,12,19.078147832181006,7.122580682077715,41.50000047683716,39.041956594912335,-6.891006493801251
halepensis_high,halepensis,high,1984,1,11.369492198496294,4.741935501175542,4.800000190734863,40.46109544909559,0.19272136604413426
halepensis_high,halepensis,high,1984,2,11.61826545725004,4.865517217537453,21.700000047683716,37.691763549903406,-6.245919551979751
halepensis_high,halepensis,high,1984,3,15.01238550271854,5.077419373296922,35.40000054985285,39.46919041578658,-5.174102027714253
halepensis_high,halepensis,high,1984,4,44.14312777250408,10.82333337465922,36.90000005066395,37.700327216042204,-9.255452767107636
halepensis_high,halepensis,high,1984,5,34.720223819552125,8.325806494682066,124.49999910593031,39.91793659343384,3.2675442093517635
halepensis_high,halepensis,high,1984,6,83.1175389285336,15.936666711171467,0,38.76045566042885,-3.780450244853273
halepensis_high,halepensis,high,1984,7,142.08036900955932,23.493548362485825,0,41.069884238764644,3.270878185937182
halepensis_high,halepensis,high,1984,8,111.41734925282232,20.532257879934004,0,38.9227688615676,-6.821338468696922
halepensis_high,halepensis,high,1984,9,85.1346068617627,18.44999993642171,1.600000023841858,38.77247397014871,-7.895392373576761
halepensis_high,halepensis,high,1984,10,47.78946851546108,12.622580743605091,0.10000000149011612,40.16276597455144,-6.140720723150299
halepensis_high,halepensis,high,1984,11,27.8814269436847,9.316666634877524,108.0999990478158,41.77460801107809,-0.725994800962507
halepensis_high,halepensis,high,1984,12,16.32980317853352,6.338709719719425,0,37.72460291502066,-2.0265958609990777
halepensis_high,halepensis,high,1985,1,8.051755484470815,3.6612903189755257,7.399999931454659,39.21941972519271,-4.054024067753926
halepensis_high,halepensis,high,1985,2,23.433283318273325,8.232142959322248,58.7000003606081,38.072356157423926,-0.11231633098796046
halepensis_high,halepensis,high,1985,3,20.320944106768664,6.370967741935484,2.700000047683716,40.91378981703892,-2.0652093640062956
halepensis_high,halepensis,high,1985,4,45.4538381266503,11.063333384195964,17.900000050663948,37.43386222813278,-2.0217971225269133
halepensis_high,halepensis,high,1985,5,52.36526122288179,11.329032251911778,32.69999998807907,42.73642406919971,-1.8660109943244603
halepensis_high,halepensis,high,1985,6,104.67196510127933,18.94333327611287,7.700000107288361,41.823230432253325,-6.491102914977819
halepensis_high,halepensis,high,1985,7,139.8464996887012,23.21612899534164,0,41.212620267877355,-7.995997037272901
halepensis_high,halepensis,high,1985,8,130.89512828993807,23.167741837040072,0.9000000059604645,40.82053941143676,-0.02002406059764361
halepensis_high,halepensis,high,1985,9,96.5406268540002,20.273333326975504,8.300000220537186,38.90345686976798,-1.5837126713711767
halepensis_high,halepensis,high,1985,10,59.26517472235756,14.83225803990518,0,40.132718349667265,2.685275742597879
halepensis_high,halepensis,high,1985,11,26.20421177391241,8.893333355585733,68.80000042915344,42.82252227435819,2.7944359066430486
halepensis_high,halepensis,high,1985,12,17.110475038943953,6.564516067504883,7.500000156462192,40.537650778284295,0.08493423108011555
halepensis_high,halepensis,high,1986,1,14.423633525189762,5.667741942790247,22.70000010728836,42.55018856534734,-3.8211401644628493
halepensis_high,halepensis,high,1986,2,12.475343662082452,5.1321428418159485,25.00000002980232,38.437095686327666,-7.097833269601688
halepensis_high,halepensis,high,1986,3,25.931384134247335,7.648387047552293,20.499999806284904,41.524664513301104,-3.815370332635939
halepensis_high,halepensis,high,1986,4,24.25858842640775,6.910000006357829,34.700000293552876,38.067138887476176,0.3069731657858945
halepensis_high,halepensis,high,1986,5,84.60860451734409,16.23225796607233,5.100000023841858,40.6358769135084,2.279769319156186
halepensis_high,halepensis,high,1986,6,102.14869810827058,18.599999777475993,42.30000077188015,39.754060443816705,2.124389544781298
halepensis_high,halepensis,high,1986,7,135.6370206832241,22.690322568339685,8.299999833106995,38.06725530540571,0.9754616453312348
halepensis_high,halepensis,high,1986,8,128.56612295368583,22.858064713016635,0,40.40380539125763,-6.783112922497095
halepensis_high,halepensis,high,1986,9,87.29603871167801,18.799999872843426,11.899999976158142,43.12286813962273,-8.674717624951155
halepensis_high,halepensis,high,1986,10,52.00558044347971,13.44838705370503,64.30000039935112,43.03462023809552,-3.265248577203602
halepensis_high,halepensis,high,1986,11,25.851022088323365,8.80333333015442,16.099999845027924,38.13849964770488,-1.8610435524489732
halepensis_high,halepensis,high,1986,12,14.27950079366192,5.732258089127079,5.400000095367432,38.507565499981865,-8.082585028605536
halepensis_high,halepensis,high,1987,1,11.576331004492436,4.806451612422543,91.99999995529652,43.68799889814108,2.681216959794984
halepensis_high,halepensis,high,1987,2,14.783613026830563,5.828571395682437,40.30000025033951,40.83594781947322,-7.249436453450471
halepensis_high,halepensis,high,1987,3,34.7701211524342,9.529032307286416,3,43.31104989540763,2.3109789089765407
halepensis_high,halepensis,high,1987,4,52.10996578240915,12.256666644414263,8.700000002980232,39.63895507813431,-7.690034082485363
halepensis_high,halepensis,high,1987,5,71.59699822228552,14.322580706688663,0,39.173294227430596,-0.9494811595883217
halepensis_high,halepensis,high,1987,6,102.75972495837932,18.683333428700767,0,41.141996528813614,0.5789282856043432
halepensis_high,halepensis,high,1987,7,119.82681150564606,20.67741947789346,5.700000166893005,37.18830361138098,0.3341258386149999
halepensis_high,halepensis,high,1987,8,126.29582746177095,22.554838795815744,2.5,40.4683630540967,-0.8256140872836113
halepensis_high,halepensis,high,1987,9,96.56180405269876,20.27666664123535,3.500000074505806,37.86206300938502,-7.842609629966319
halepensis_high,halepensis,high,1987,10,47.577768387036905,12.580645130526635,44.600000098347664,43.50639970418997,1.4263987429440022
halepensis_high,halepensis,high,1987,11,22.48761219670376,7.929999955495199,45.900000624358654,40.69065266260877,-1.5136839050799606
halepensis_high,halepensis,high,1987,12,18.997498279197185,7.0999999507781,56.99999997764826,40.017231872538105,1.2387856055516746
halepensis_high,halepensis,high,1988,1,14.753130899097629,5.7645161382613646,49.60000083595514,39.1400720691774,-7.158904368057847
halepensis_high,halepensis,high,1988,2,13.957730803043106,5.582758685638165,18.800000101327896,42.86592302159406,-9.1704566270113
halepensis_high,halepensis,high,1988,3,34.25288101619156,9.422580572866623,11.5,38.83991654533893,-5.224281386146322
halepensis_high,halepensis,high,1988,4,41.26529249104656,10.290000049273171,30.100000202655792,38.24826638940722,-5.901997671369464
halepensis_high,halepensis,high,1988,5,63.20727580264181,13.045161308780791,19.80000016838312,37.331032833829525,1.098293086560444
halepensis_high,halepensis,high,1988,6,80.13912535245119,15.50666675567627,7.499999813735485,37.34293962176889,2.4641378863714642
halepensis_high,halepensis,high,1988,7,131.3068818312966,22.14516129032258,1.100000023841858,39.75993232307955,-7.689827305963263
halepensis_high,halepensis,high,1988,8,134.84892171199698,23.69032262986706,0,37.973126442404464,2.2080538386013373
halepensis_high,halepensis,high,1988,9,89.11792138625496,19.093333371480306,3.999999910593033,37.68678735899739,-1.6740522583946582
halepensis_high,halepensis,high,1988,10,56.122464974826315,14.238709603586504,35.19999950379133,41.260135827027256,-4.256406902661547
halepensis_high,halepensis,high,1988,11,26.53230601346248,8.976666696866353,28.599999979138374,36.371776293916625,-0.9109791769646112
halepensis_high,halepensis,high,1988,12,16.042180205282836,6.2548386819901,3.700000047683716,41.46665408229455,0.37175089269876516
halepensis_high,halepensis,high,1989,1,11.59706612101882,4.812903211962793,13.099999994039536,38.74473137995228,-2.724114178307355
halepensis_high,halepensis,high,1989,2,15.89349200574429,6.153571452413287,5.499999903142452,39.18976318384521,-4.329205284453929
halepensis_high,halepensis,high,1989,3,36.33338853111283,9.848387118308777,77.4000009894371,42.40342032685876,2.8689141027163725
halepensis_high,halepensis,high,1989,4,29.920901245762487,8.086666623751322,39.49999939650297,43.16708731558174,-8.682782188011334
halepensis_high,halepensis,high,1989,5,66.45988471741664,13.545161308780791,60.40000003576279,38.20372097482905,-7.368315777042881
halepensis_high,halepensis,high,1989,6,101.07551850920731,18.453333377838135,11.59999966621399,43.49661739091388,-0.5198277743998911
halepensis_high,halepensis,high,1989,7,146.5483032513093,24.045161401071855,0,41.68147654049098,-0.12989799734205043
halepensis_high,halepensis,high,1989,8,134.16344745700434,23.60000007383285,1.1000000312924385,41.35372563963756,-7.934419365087525
halepensis_high,halepensis,high,1989,9,79.8214474162986,17.57999982833862,107.7999997138977,36.412182753626254,-3.446436325740069
halepensis_high,halepensis,high,1989,10,55.42806813918867,14.106451557528588,50.40000057220459,39.082717050192876,-1.2092182436026633
halepensis_high,halepensis,high,1989,11,27.961306706307344,9.336666695276897,112.40000054985283,39.72719396282918,-4.2964021829422565
halepensis_high,halepensis,high,1989,12,20.38003992284736,7.483870967741935,89.29999951273203,40.36997545673512,3.1794212388340384
halepensis_high,halepensis,high,1990,1,11.328236691350194,4.729032262679069,26.200000882148743,41.44644043995067,-0.7482689953409132
halepensis_high,halepensis,high,1990,2,31.263409578495665,10.217857207570756,1.5,43.14233159967698,-5.326987434877083
halepensis_high,halepensis,high,1990,3,31.84974368482831,8.922580672848609,40.89999967813492,40.82313957349397,-7.362507323501632
halepensis_high,halepensis,high,1990,4,30.630523353846662,8.230000074704488,57.10000020265579,39.34168776827864,-5.504228129284456
halepensis_high,halepensis,high,1990,5,66.48100111002097,13.548387066010504,34.79999978840351,40.22822686429135,-8.109104314120486
